"id";"nome";"cidade";"latitude";"longitude";"cep";"endereco"
"1063";"CRATÉUS";"CRATEUS";"-5.1773";"-40.6678";"63700-000";"RUA BARAO DO RIO BRANCO 961"
"1064";"ARAGUAÍNA 2";"ARAGUAÍNA";"-7.19848";"-48.2027";"77807-160";"AVENIDA PREFEITO JOAO DE SOUSA LIMA 531 LT 4 QD 80"
"1065";"VÁRZEA GRANDE 2";"VARZEA GRANDE";"-15.6443";"-56.1055";"78118-090";"RUA ARY PAES BARRETO 1577"
"1066";"ESTÂNCIA";"ESTÂNCIA";"-11.2714";"-37.4384";"49200-000";"RUA CAPITAO SALOMAO 150"
"1067";"FORMOSA";"FORMOSA";"-15.5456";"-47.3376";"73801-010";"RUA VISCONDE DE PORTO SEGURO 137 SETOR CENT"
"1068";"MARITUBA";"MARITUBA";"-1.36561";"-48.3334";"67200-000";"AVE FERNANDO GUILHON 5257"
"1069";"IPATINGA";"IPATINGA";"-19.4771";"-42.5247";"35160-033";"RUA POCOS DE CALDAS 69"
"1070";"PARAÍSO DO TOCANTINS";"PARAÍSO DO TOCANTINS";"-10.1772";"-48.8831";"77600-000";"AVENIDA BERNARDO SAYAO 534 LTS 7 E 13"
"1071";"ITABAIANA";"ITABAIANA";"-10.6987";"-37.4285";"49500-000";"AVENIDA DOUTOR LUIZ MAGALHAES 955"
"1072";"SHC MONTSERRAT";"SERRA";"-20.1935";"-40.2684";"29167-080";"AVE ELDES SCHERRER SOUZA 2162 SUC 203 H/"
"1073";"SHC METROPOLITANO";"RIO DE JANEIRO";"-22.9728";"-43.3758";"22775-027";"AVN N-S PAA 10292/PAL 38883 S/N 135 LJ 135"
"1074";"BACAXÁ";"SAQUAREMA";"-22.8948";"-42.4706";"28993-000";"AVENIDA SAQUAREMA 5345"
"1075";"ITABIRA";"ITABIRA";"-19.6267";"-43.2268";"35900-243";"RUA SALVINO PASCOAL PATROCINIO 21"
"1076";"SHC PARQUE MACEIÓ";"MACEIO";"-9.6267";"-35.6974";"57038-000";"AV COMENDADOR GUSTAVO PAIVA 5945 LOJA 1004"
"1077";"SHC RIVER";"PETROLINA";"-9.39577";"-40.4906";"56304-920";"AVENIDA MONSENHOR ANGELO SAMPAIO 100 LUC 106"
"1078";"SHC OPEN MALL SERRINHA";"FORTALEZA";"-3.79555";"-38.5326";"60714-242";"AVENIDA DEDE BRASIL 4820 LOJA C"
"1079";"SHC NORTH SHOPP JOQUEI";"FORTALEZA";"-3.76399";"-38.5759";"60520-101";"AVENIDA LINEU MACHADO 419 ESP COML"
"1080";"INDUSTRIAL GAMA";"BRASÍLIA";"-15.8055";"-48.0735";"72445-010";"QI 01 LOTE 220 SETOR LESTE INDUSTRIAL S/N"
"1081";"TRÊS LAGOAS";"TRÊS LAGOAS";"-20.7897";"-51.7113";"79600-021";"RUA DOUTOR OSCAR GUIMARAES 41"
"1082";"PAVUNA";"RIO DE JANEIRO";"-22.8061";"-43.3637";"21532-470";"RUA DO MERCURIO 161 LOJA C"
"1083";"JÚLIO DE CASTILHOS";"CAMPO GRANDE";"-20.4556";"-54.6429";"79112-000";"AVENIDA JULIO DE CASTILHO 1458"
"1084";"IRECÊ";"IRECÊ";"-11.3026";"-41.8556";"44900-000";"PRACA DOUTOR  MARIO DOURADO SOBRINHO 43"
"1085";"SHC CERRADO";"GOIANIA";"-16.7683";"-49.3431";"74435-300";"AVENIDA ANHANGUERA 10790 QD582 LTB1"
"1086";"CAMPO MOURÃO";"CAMPO MOURÃO";"-24.0398";"-52.3732";"87300-005";"AVENIDA CAPITAO INDIO BANDEIRA 1841"
"1087";"SHC CAPIM DOURADO";"PALMAS";"-10.1697";"-48.334";"77001-080";"AV 107 NORTE AVENIDA JUSCELINO KUBITSCHEK SN LUC 04"
"1088";"SHC UAI SÃO JOSÉ";"MANAUS";"-3.07583";"-59.9569";"69085-015";"AVE COSME FERREIRA 4605 LOJA 17A"
"1089";"BOA VISTA";"BOA VISTA";"2.81665";"-60.6678";"69301-350";"AVENIDA JAIME BRASIL 21"
"1090";"SHC FÁBRICA PROGRESSO";"RIO LARGO";"-9.47816";"-35.8397";"57100-000";"R DOUTOR MANOEL OITICICA 296"
"1092";"ALFENAS";"ALFENAS";"-21.4284";"-45.9473";"37130-000";"PRACA GETULIO VARGAS 286"
"1093";"SANTARÉM";"SANTARÉM";"-2.42081";"-54.7145";"68005-392";"AVENIDA BARAO DE RIO BRANCO 375"
"1094";"CONCEIÇÃO DO COITÉ";"CONCEIÇÃO DO COITÉ";"-11.5633";"-39.2828";"48730-000";"AVENIDA BARAO DO RIO BRANCO 39"
"1095";"LUCAS DO RIO VERDE";"LUCAS DO RIO VERDE";"-13.0725";"-55.912";"78455-000";"RUA GIRUA S/N LT 07 e 12"
"1096";"CASTRO";"CASTRO";"-24.7902";"-50.0087";"84165-000";"RUA DOUTOR JORGE XAVIER DA SILVA SN"
"1097";"AFOGADOS";"RECIFE";"-8.08015";"-34.9073";"50770-720";"RUA SAO MIGUEL 82"
"1098";"CAMBÉ";"CAMBÉ";"-23.277";"-51.2799";"86181-020";"RUA BELO HORIZONTE 1031"
"1099";"SHC APARECIDA SHOPP";"APARECIDA DE GOIANIA";"-16.8225";"-49.2569";"74973-753";"AV. INDEPENDENCIA S/N QD AREA"
"1100";"GUAÍBA";"GUAÍBA";"-30.1086";"-51.3163";"92500-000";"RUA SAO JOSE 355"
"1102";"TELÊMACO BORBA";"TELÊMACO BORBA";"-24.3244";"-50.6217";"84261-000";"AVENIDA HORACIO KLABIN 6 QD 12"
"1103";"CRUZ DAS ALMAS";"CRUZ DAS ALMAS";"-12.6721";"-39.1022";"44380-000";"RUA J B DA FONSECA SN"
"1104";"SHC GOLD SQUARE";"SÃO BERNARDO DO CAMP";"-23.683";"-46.5579";"09726-901";"AVENIDA KENNEDY 700 ESP CM 133"
"1105";"SÃO ROQUE";"SÃO ROQUE";"-23.5296";"-47.1339";"18130-500";"AVENIDA DR STAVEAUX 176 C 1/2/3/4F"
"1106";"SHC JUSTINÓPOLIS";"RIBEIRÃO DAS NEVES";"-19.8056";"-44.0292";"33900-375";"AVENIDA DENISE CRISTINA ROCHA 807 LJ ANC 4"
"1107";"SHC CIDADE LESTE";"MANAUS";"-3.04794";"-59.9442";"69087-215";"AVE AUTAZ MIRIM 282 LOJA 01"
"1108";"SHC RIO JACAREPAGUÁ";"RIO DE JANEIRO";"-22.9423";"-43.3452";"22760-151";"ESTRADA DO GABINAL 313 GAL B LOJA"
"1109";"SHC PARANGABA";"FORTALEZA";"-3.77494";"-38.5594";"60740-020";"RUA GERMANO FRANCK 300"
"1110";"TATUÍ";"TATUÍ";"-23.3481";"-47.8485";"18270-001";"RUA ONZE DE AGOSTO 340"
"1111";"JOÃO PAULO";"SÃO LUIS";"-2.54385";"-44.273";"65040-000";"AVENIDA JOAO PESSOA 279 AV SAO MAR"
"1112";"SHC MOXUARA";"CARIACICA";"-20.3426";"-40.4005";"29145-910";"RODOVIA BR 262 6555 KM 05"
"1113";"SHC RIO TAPAJOS";"SANTAREM";"-2.5081";"-54.9591";"68038-305";"AVE FERNANDO GUILHON S/N QUADRA C L"
"1114";"SHC RIO MAR";"FORTALEZA";"-3.74374";"-38.4671";"60175-055";"RUA DESEMBARGADOR LAURO NOGUEIRA 1355 PISO L1"
"1115";"SHC ORIUNDI";"ARACRUZ";"-19.8221";"-40.2846";"29192-154";"AVENIDA FLORESTAL 555 L52 ANC IV"
"1116";"REGISTRO";"REGISTRO";"-24.4917";"-47.8427";"11900-000";"AVENIDA PREFEITO JONAS BANKS LEITE 610 TERREO"
"1117";"SHC MANGABEIRA";"JOÃO PESSOA";"-7.16232";"-34.8306";"58055-018";"AVENIDA HILTON SOUTO MAIOR 3901 LJ ANCORA"
"1118";"LENÇÓIS PAULISTA";"LENÇÓIS PAULISTA";"-22.597";"-48.7995";"18680-030";"RUA QUINZE DE NOVEMBRO 744"
"1119";"ALTAMIRA";"ALTAMIRA";"-3.20863";"-52.2134";"68371-000";"RUA SETE DE SETEMBRO 2467"
"1120";"SHC PÁTIO NORTE";"SÃO JOSÉ DE RIBAMAR";"-2.55205";"-44.1918";"65110-000";"ESTRADA DE RIBAMAR 1000 LOJA ANC 6"
"1121";"CASCAVEL";"CASCAVEL";"-4.13375";"-38.2395";"62850-000";"AV CHANCELER EDSON QUEIROZ 02331"
"1122";"ALMIRANTE";"BELÉM";"-1.44829";"-48.4669";"66090-100";"AVENIDA GOVERNADOR JOSE MALCHER 3023"
"1123";"EUSEBIO";"EUSEBIO";"-3.8728";"-38.4708";"61460-000";"RUA EUSEBIO DE QUEIROZ 01890 LUC 04 CE"
"1124";"LAURO DE FREITAS 2";"LAURO DE FREITAS";"-12.9003";"-38.3184";"42700-000";"AVENIDA AMARILIO THIAGO DOS SANTOS 70"
"1125";"SHC RIO POTY";"TERESINA";"-5.07661";"-42.8025";"64000-810";"AVENIDA MARECHAL CASTELO BRANCO 911 SUC 304"
"1126";"ALECRIM";"NATAL";"-5.79573";"-35.2161";"59031-000";"AVENIDA CORONEL ESTEVAM S/N"
"1127";"SHC MACAPÁ";"MACAPÁ";"0.0344";"-51.0628";"68901-971";"RUA LEOPOLDO MACHADO 2334 1127"
"1128";"PIABETÁ";"MAGÉ";"-22.6147";"-43.1799";"25931-742";"AVENIDA CAIOABA 316"
"1129";"CACHOEIRA DO SUL";"CACHOEIRA DO SUL";"-30.0378";"-52.9005";"96501-001";"RUA JULIO DE CASTILHOS 89"
"1130";"SHC JUREMA";"CAUCAIA";"-3.77356";"-38.6281";"61655-000";"AVENIDA SAO VICENTE DE PAULA 101 LUC 12, 13"
"1131";"SERRINHA";"SERRINHA";"-11.6609";"-39.009";"48700-000";"PRACA LUIZ NOGUEIRA 395"
"1132";"CACOAL";"CACOAL";"-11.442";"-61.4456";"76963-890";"RUA GENERAL OSORIO SN S1 Q20 LT"
"1133";"RUA DA PRAIA";"RECIFE";"-8.06744";"-34.8769";"50020-550";"RUA DA PRAIA 131"
"1134";"SANTA RITA";"SANTA RITA";"-7.12165";"-34.9801";"58300-180";"RUA SIQUEIRA CAMPOS 126 GALPAO"
"1135";"SHC BURITI RIO VERDE";"RIO VERDE";"-17.8163";"-50.9393";"75907-681";"RUA O 1044 LUC 99"
"1136";"SHC LAGES GARDEN";"LAGES";"-27.793";"-50.2834";"88521-130";"RODOVIA BR 282 SN KM 216"
"1137";"SHC RORAIMA GARDEN";"BOA VISTA";"2.85148";"-60.6462";"69307-725";"AVENIDA VILLE ROY 1604 LJ 72,73,7"
"1138";"SHC PENAPOLIS";"PENAPOLIS";"-21.4114";"-50.0992";"16300-000";"RODOVIA LUCIANO ARNALDO COVOLAN 1055 KM 2"
"1139";"ALTA FLORESTA";"ALTA FLORESTA";"-9.88959";"-56.0875";"78580-000";"AVENIDA ARIOSTO DA RIVA 2609 L AC 15 3"
"1140";"CARATINGA";"CARATINGA";"-19.7905";"-42.1396";"35300-036";"PRACA CESARIO ALVIM 282"
"1141";"SHC CAMARÁ";"CAMARAGIBE";"-8.01411";"-34.9761";"54759-475";"RUA MANOEL HONORATO DA COSTA S/N LUC A-01"
"1142";"ARIQUEMES";"ARIQUEMES";"-9.92315";"-63.025";"76870-012";"AVENIDA JAMARI 2761"
"1143";"CAPANEMA";"CAPANEMA";"-1.19542";"-47.1942";"68703-025";"AVENIDA BARAO DE CAPANEMA 2856"
"1144";"MANHUAÇU";"MANHUAÇU";"-20.2542";"-42.0324";"36900-000";"RUA AMARAL FRANCO 77"
"1145";"FARROUPILHA";"FARROUPILHA";"-29.2283";"-51.3486";"95180-000";"RUA CORONEL PENA DE MORAES 333"
"1146";"SANTA CRUZ DO CAPIBARIBE";"SANTA CRUZ DO CAPIBA";"-7.95713";"-36.1988";"55190-000";"RUA LIDIA ALVES ARAGAO 40 QDA LT6A"
"1147";"PONTA PORÃ";"PONTA PORÃ";"-22.5415";"-55.7283";"79904-686";"RUA GUIA LOPES 271"
"1148";"JACOBINA";"JACOBINA";"-11.1848";"-40.5117";"44700-000";"AVENIDA LOMANTO JUNIOR 60"
"1149";"SALINAS";"SALINOPOLIS";"-0.623678";"-47.3457";"68721-000";"AVE DOUTOR MIGUEL DE SANTA BRIGIDA S/N LOTE 4 E 5"
"1150";"SHC MARANGUAPE MALL";"MARANGUAPE";"-3.89771";"-38.6843";"61940-005";"RUA CEL ANTONIO BOTELHO DE SOUSA 254 LUC 100"
"1151";"MONGAGUA";"MONGAGUA";"-24.0968";"-46.6244";"11730-000";"AVENIDA SAO PAULO 2114"
"1152";"TOLEDO";"TOLEDO";"-24.7331";"-53.7355";"85901-180";"RUA SETE DE SETEMBRO 965"
"1153";"SHC JUNDIAÍ";"JUNDIAÍ";"-23.1996";"-46.8899";"13208-056";"AVENIDA NOVE DE JULHO 3333 LUC 129"
"1154";"SHC MANAUS VIA NORTE";"MANAUS";"-3.00096";"-60.0012";"69093-149";"AVE ARQUITETO JOSE HENRIQUE BENTO RODRIGUES 3760 EC 103-G"
"1155";"SOUSA";"SOUSA";"-6.76098";"-38.2304";"58800-005";"RUA CORONEL JOSE VICENTE 2 E 67"
"1156";"CORUMBA";"CORUMBA";"-18.9983";"-57.6512";"79301-020";"RUA DELAMERA 780"
"1157";"SHC SUMAÚMA PARK";"MANAUS";"-3.03098";"-59.9847";"69095-000";"AVE NOEL NUTELS 1762 LJ 3105 P1"
"1158";"ITAPIPOCA";"ITAPIPOCA";"-3.49536";"-39.5952";"62500-000";"AVENIDA ANASTACIO BRAGA 01100"
"1159";"RIBEIRA DO POMBAL";"RIBEIRA DO POMBAL";"-10.8364";"-38.5429";"48400-000";"AVENIDA OLIVEIRA BRITO 471 QD82 LT10"
"1160";"TAGUATINGA NORTE";"BRASÍLIA";"-15.8218";"-48.0611";"72115-125";"CNB 12 LOTE 10 LOJA 01 S/N"
"1161";"SHC PÁTIO RORAIMA";"BOA VISTA";"2.85041";"-60.707";"69310-065";"RUA JOAO ALENCAR 2181"
"1162";"CARAZINHO";"CARAZNHO";"-28.2866";"-52.7895";"99500-000";"AVENIDA FLORES DA CUNHA 1507"
"1163";"SHC PÁTIO CIANÊ";"SOROCABA";"-23.4967";"-47.4588";"18035-370";"AVENIDA DOUTOR AFONSO VERGUEIRO 823 ESP CM 120"
"1164";"ITABERABA";"ITABERABA";"-12.5324";"-40.3057";"46880-000";"AVENIDA RIO BRANCO 606"
"1165";"SHC PRAÇA NOVA ARAÇATUBA";"ARAÇATUBA";"-21.2118";"-50.4689";"16026-037";"RUA CARLOS PEREIRA DA SILVA 6000 EUC 240"
"1166";"SHC JARDIM NORTE";"JUIZ DE FORA";"-21.74";"-43.3713";"36080-060";"AVENIDA BRASIL 6345 LJ 1060 P1"
"1167";"PARANAGUÁ";"PARANAGUÁ";"-25.5193";"-48.5079";"83203-250";"RUA DESEMBARGADOR HUGO SIMAS 240"
"1168";"TREZE DE JUNHO";"CUIABÁ";"-15.6014";"-56.0981";"78020-270";"RUA TREZE DE JUNHO 474"
"1169";"LINS";"LINS";"-21.673";"-49.7509";"16400-025";"RUA SETE DE SETEMBRO 220"
"1170";"BRAGANÇA PAULISTA";"BRAGANÇA PAULISTA";"-22.9539";"-46.5408";"12900-002";"RUA CORONEL TEOFILO LEME 1094"
"1171";"ITAPEVA";"ITAPEVA";"-23.9822";"-48.8763";"18400-450";"PRACA ANCHIETA 159"
"1172";"COHAFUMA";"SÃO LUIS";"-2.53509";"-44.2262";"65071-750";"AVE JERONIMO DE ALBUQUERQUE MARANHAO 61 LOJA 06"
"1173";"FRANCA";"FRANCA";"-20.5438";"-47.4021";"14400-690";"RUA MAJOR  CLAUDIANO 1684"
"1174";"BRUMADO";"BRUMADO";"-14.2062";"-41.6655";"46100-000";"RUA DOUTOR MARIO MEIRA 147"
"1175";"LEBLON";"RIO DE JANEIRO";"-22.986";"-43.2277";"22440-030";"AV ATAULFO DE PAIVA 1251"
"1176";"REDENÇÃO";"REDENÇÃO";"-8.0405";"-50.0427";"68552-155";"AVENIDA ARAGUAIA 2740"
"1177";"SANTO AMARO";"SANTO AMARO";"-12.5546";"-38.7029";"44200-000";"AVENIDA PRESIDENTE VARGAS 102"
"1178";"BETIM";"BETIM";"-19.9193";"-43.9389";"32600-065";"AVENIDA AMAZONAS 415"
"1179";"XINGUARA";"XINGUARA";"-7.10245";"-49.9516";"68555-103";"RUA BRASIL 446 SETOR 01 Q"
"1180";"SHC BOULEVARD CAMAÇARI";"CAMACARI";"-12.7063";"-38.3194";"42800-970";"VIA PARAFUSO S/N ESPACO DE"
"1181";"DUQUE";"BELEM";"-1.43496";"-48.4655";"66093-030";"AVE DUQUE DE CAXIAS 1393 E 1403"
"1182";"UBA";"UBA";"-21.1185";"-42.9366";"36500-000";"RUA SAO JOSE 384"
"1183";"SHC VIA CATARINA";"PALHOÇA";"-27.6421";"-48.6716";"88132-140";"RUA JOSE BONIFACIO DE SOUZA 270 ANC 05 SH"
"1184";"NOVA ODESSA";"NOVA ODESSA";"-22.7787";"-47.2918";"13460-000";"AVENIDA CARLOS BOTELHO 400 410"
"1185";"RUA ZILDA";"SÃO PAULO";"-23.4944";"-46.6616";"02545-000";"RUA ZILDA 606 612"
"1186";"ESTEIO";"ESTEIO";"-29.8483";"-51.1755";"93260-004";"AV PRESIDENTE VARGAS 1979"
"1187";"SHC ANHANGUERA PARQUE";"CAJAMAR";"-23.4083";"-46.8646";"07791-803";"RUA JEAN ANASTACE KOVELIS 400 LUC 115"
"1188";"CIANORTE";"CIANORTE";"-23.6579";"-52.6045";"87200-268";"AVENIDA GOIAS 734"
"1189";"ARARIPINA";"ARARIPINA";"-7.5779";"-40.4983";"56280-000";"AVENIDA ANTONIO DE BARROS MUNIZ S/N"
"1190";"PICOS";"PICOS";"-7.0822";"-41.4683";"64600-082";"PRACA FELIX PACHECO 632"
"1191";"BALSAS";"BALSAS";"-7.53162";"-46.0374";"65800-000";"RUA DR JUSTO PEDROSA 272"
"1192";"SENADOR CANEDO";"SENADOR CANEDO";"-16.7055";"-49.0952";"75261-432";"AVENIDA DOM EMANUEL S/N RUA GOVERN"
"1193";"GUAMA";"BELEM";"-1.46982";"-48.4682";"66065-112";"AVE JOSE BONIFACIO 2593 E 2603"
"1194";"JAGUAQUARA";"JAGUAQUARA";"-13.5362";"-39.9402";"45345-000";"PRACA JOSE JOAQUIM SEABRA 116"
"1195";"SHC ILHA";"SÃO LUIS";"-2.52769";"-44.255";"65074-115";"AVE DANIEL DE LA TOUCHE 987 SUC405 AB"
"1196";"SHC UBERABA";"UBERABA";"-19.7382";"-47.9436";"38060-000";"AVENIDA LEOPOLDINO DE OLIVEIRA 5100 LJ AN 5 P2"
"1197";"BARRA MANSA";"BARRA MANSA";"-22.5447";"-44.1738";"27345-390";"AVENIDA JOAQUIM LEITE 646 LOTE A"
"1198";"SHC SANTA THEREZA";"ARACATI";"-4.56221";"-37.7697";"62800-000";"RUA CORONEL POMPEU 58"
"1199";"SHC PASSEIO";"SAO LUIS";"-2.53574";"-44.2033";"65054-375";"AVENIDA CONTORNO NORTE 145 SUC N(o) 101"
"1200";"MACAÍBA";"MACAÍBA";"-5.85671";"-35.3522";"59280-000";"RUA NAIR MESQUITA 4"
"1201";"VILA DOS CABANOS";"BARCARENA";"-1.51908";"-48.6903";"68447-000";"VLA DOS CABANOS N.N.U S/N LOTE 10"
"1202";"NOVA LIMA MALL";"NOVA LIMA";"-20.0024";"-43.8592";"34000-000";"RODOVIA MG 030 KM 7,6 LOJA 106"
"1204";"ITACOATIARA";"ITACOATIARA";"-3.14194";"-58.4463";"69100-006";"AVE PARQUE 762"
"1205";"CAXIAS DO SUL";"CAXIAS DO SUL";"-29.1675";"-51.1791";"95010-004";"RUA JULIO DE CASTILHOS 1729"
"1206";"SHC BOULEVARD 161";"SALVADOR";"-12.9951";"-38.4647";"41815-060";"RUA ANISIO TEIXEIRA 221 SHOPPING B"
"1207";"JOAO PAULO 2";"BELEM";"-1.43069";"-48.4507";"66095-494";"AVE JOAO PAULO II 101"
"1208";"CHAPECO";"CHAPECO";"-27.102";"-52.616";"89801-050";"RUA MARECHAL JOSE B BORMANN 91-E LT 27 QD 3"
"1209";"SAMAMBAIA 2";"BRASILIA";"-15.8767";"-48.0824";"72306-002";"QN 304 CONJ. 02 LOTE 01 LOJA 1209 S/N"
"1210";"SHC COCAIS";"TIMON";"-5.09258";"-42.8226";"65630-901";"AVENIDA PIAUI 850 LOJA A1"
"1212";"SHC BOULEVARD NACOES";"BAURU";"-22.3173";"-49.066";"17013-113";"RUA GENERAL MARCONDES SALGADO 11"
"1213";"SHC PICOS PLAZA";"PICOS";"-7.07814";"-41.4627";"64607-760";"AVENIDA SENADOR HELVIDIO NUNES S/N"
"1214";"CHAPECO EFAPI";"CHAPECO";"-27.0971";"-52.651";"89809-506";"AVENIDA: SENADOR ATTILIO FRANCISCO XAVIER FONTANA 2904-E"
"1216";"SHC METRO ITAQUERA";"SAO PAULO";"-23.5392";"-46.4726";"08220-900";"AVENIDA JOSE PINHEIRO BORGES S/N S/N LJ 410 411"
"1217";"TIMON";"TIMON";"-5.09402";"-42.8337";"65636-170";"RUA ANTONIO MARQUES 705 QD 85 LT11"
"1218";"AQUIDAUANA";"AQUIDAUANA";"-20.4767";"-55.7915";"79200-000";"RUA 7 DE SETEMBRO 875"
"1219";"SHC PRAÇA NOVA SANTA MARIA";"SANTA MARIA";"-29.698";"-53.8456";"97030-630";"RUA IRMA DULCE 550 LOJA 1021/"
"1220";"MONTENEGRO";"MONTENEGRO";"-29.6896";"-51.4589";"95780-000";"RUA RAMIRO BARCELOS 1557"
"1221";"SHC VIA CAFE GARDEN";"VARGINHA";"-21.5728";"-45.4426";"37026-280";"HUMBERTO PIZZO 999 PISO L1"
"1222";"PARKSHOPPING CANOAS";"CANOAS";"-29.9188";"-51.1489";"92020-020";"AV DOUTOR SEZEFREDO AZAMBUJA VIEIRA S/N LUC 3049"
"1223";"BARAO DE GURGUEIA";"TERESINA";"-5.11792";"-42.8038";"64019-352";"AVENIDA BARAO DE GURGUEIA 3160 3160 A"
"1224";"SHC PAULISTA NORTH WAY";"PAULISTA";"-8.00235";"-34.8562";"53401-445";"RODOVIA PE-015 KM 16.5 S/N LOJA ANC 7"
"1225";"SEABRA";"SEABRA";"-12.4181";"-41.7703";"46900-000";"RUA HORACIO DE MATOS 165"
"1226";"SHC VARZEA GRANDE";"VARZEA GRANDE";"-15.6526";"-56.1218";"78125-100";"AVENIDA PRESIDENTE ARTHUR BERNARDES S/N QD 2-A"
"1227";"SHC BOSQUE GRAO PARA";"BELEM";"-1.34765";"-48.4106";"66635-894";"RODOVIA DOS TRABALHADORES S/N"
"1228";"JOQUEI";"TERESINA";"-5.08049";"-42.7899";"64048-180";"AVE NOSSA SENHORA DE FATIMA S/N"
"1229";"TRES CORACOES";"TRES CORACOES";"-21.699";"-45.2548";"37410-000";"AVENIDA PRESIDENTE GETULIO VARGAS 396"
"1230";"PINHEIRO";"PINHEIRO";"-2.5185";"-45.081";"65200-000";"PRACA JOSE SARNEY S N"
"1231";"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE";"-15.5573";"-54.2985";"78850-000";"AVENIDA SAO JOAO 257 QUADRA 33"
"1232";"PORTO NACIONAL";"PORTO NACIONAL";"-10.7035";"-48.4124";"77500-000";"AVENIDA JOAQUIM AYRES 2393 QD 2 LT 3"
"1233";"ITARARE";"ITARARE";"-24.1131";"-49.3324";"18460-000";"RUA SAO PEDRO 1560"
"1234";"SHC BARRASHOPPING SUL";"PORTO ALEGRE";"-30.0853";"-51.2464";"90810-080";"AV DIARIO DE NOTICIAS 300 LOJA 1049"
"1235";"SHC JUA GARDEN";"JUAZEIRO";"-9.45711";"-40.4928";"48909-901";"RODOVIA BR-407 5318 QUILOMETRO 05 S/N LUC 1010"
"1236";"IPIRÁ";"IPIRÁ";"-12.1565";"-39.7406";"44600-000";"PRACA ROBERTO CINTRA 360"
"1237";"PARAUAPEBAS";"PARAUAPEBAS";"-6.06985";"-49.9004";"68515-000";"RUA E 353 LT 12 A 16"
"1239";"SHC NORTE SUL 2";"CAMPO GRANDE";"-20.4801";"-54.6266";"79081-900";"AVENIDA PRESIDENTE ERNESTO GEISEL 2300 SL 140/175"
"1241";"DIAS D'AVILA";"DIAS D AVILA";"-12.6119";"-38.2995";"42850-000";"AVENIDA BRASIL 451"
"1243";"SHC BRAGANÇA GARDEN";"BRAGANCA PAULISTA";"-22.9702";"-46.5692";"12900-970";"RODOVIA ALKINDAR MONTEIRO JUNQUEIRA 1013 KM 53 LUC"
"1244";"GOIANESIA";"GOIANESIA";"-15.3291";"-49.1174";"76380-000";"AVENIDA GOIAS 414"
"1245";"SANTO ESTEVAO";"SANTO ESTEVAO";"-12.431";"-39.2513";"44190-000";"RUA MARECHAL FLORIANO PEIXOTO 100"
"1246";"BATISTA CAMPOS";"BELÉM";"-1.46155";"-48.4895";"66033-720";"TRAVESSA PADRE EUTIQUIO 1760 1764 E 178"
"1247";"SAO SEBASTIAO";"SAO SEBASTIAO";"-23.8018";"-45.4011";"11600-000";"RUA DUQUE DE CAXIAS 147"
"1248";"SHC PONTA NEGRA";"MANAUS";"-3.08504";"-60.0725";"69037-000";"AVE CORONEL TEIXEIRA 5705 SETOR COM"
"1249";"PARAUAPEBAS 2";"PARAUAPEBAS";"-6.08381";"-50.4308";"68515-000";"ROD MUNICIPAL FARUK SALMEN 136 Q167 LT23A"
"1250";"SAO BERNARDO PLAZA SHOPPING";"SAO BERNARDO DO CAMP";"-23.7232";"-46.5425";"09721-000";"AVENIDA ROTARY 624 LUC SSB200"
"1251";"SHC AVENIDA 28";"CAMPOS DOS GOYTACAZE";"-21.7637";"-41.3327";"28020-740";"AVN 28 DE MARCO 574 LJS 05/06/"
"1253";"TRAMANDAI";"TRAMANDAI";"-29.9877";"-50.1396";"95590-000";"AVENIDA FERNANDES BASTOS 758"
"1254";"SHC PASSEIO DAS ÁGUAS";"GOIANIA";"-16.6309";"-49.2771";"74593-841";"AVENIDA  PERIMETRAL NORTE 8303 EUC N(o) 81"
"1255";"SHC PASSEIO 2";"RIO DE JANEIRO";"-22.9028";"-43.5544";"23052-090";"RUA VIUVA DANTAS 100 EC 201 A/B"
"1256";"CHAPADINHA";"CHAPADINHA";"-3.73921";"-43.3542";"65500-000";"AVENIDA OLIVEIRA ROMA 23"
"1257";"XANXERE";"XANXERE";"-26.8753";"-52.4091";"89820-000";"RUA VICTOR KONDER 963"
"1258";"AUGUSTO MONTENEGRO";"BELEM";"-1.30191";"-48.4777";"66635-110";"ROD AUGUSTO MONTENEGRO S/N"
"1259";"TUCURUÍ";"TUCURUI";"-3.76576";"-49.6775";"68456-000";"RUA LAURO SODRE 888 A"
"1260";"MINEIROS";"MINEIROS";"-17.5665";"-52.564";"75830-000";"AV ANTONIO CARLOS PANIAGO S/N Q1 LT 07"
"1261";"ANANINDEUA";"ANANINDEUA";"-1.37272";"-48.3837";"67030-000";"ROD RODOVIA BR 316 KM 8 1113"
"1262";"CREMAÇÃO";"BELEM";"-1.45833";"-48.477";"66040-273";"AVE ALCINDO CACELA 2397"
"1263";"URUGUAIANA";"URUGUAIANA";"-29.7552";"-57.0864";"97501-523";"RUA DUQUE DE CAXIAS 1753"
"1264";"SHC PARK BARIGUI";"CURITIBA";"-25.4348";"-49.3168";"81200-100";"RUA PROF PEDRO VIRIATO PARIGOT D 600 LUCNIVEL S"
"1265";"SHC PEIXOTO";"ITABAIANA";"-10.7163";"-37.4214";"49505-330";"AVENIDA JOSE AMANCIO BISPO SALA LOJA 5419 LOJA ANCOR"
